case_id,sample_seed,shot,gamma_seed,syndrome_hash,logical_outcome_hash,classification,archive_reproduction,original_converged,partitioned_converged,original_syndrome_valid,partitioned_syndrome_valid,original_logical_correct,partitioned_logical_correct,original_iterations,partitioned_iterations,original_relay_legs,partitioned_relay_legs,original_final_residual,partitioned_final_residual,original_candidate_weight,partitioned_candidate_weight,candidate_weight_delta,correction_hash,partitioned_inverse_correction_hash,correction_exact,logical_action_exact,trace_exact,trace_iterations_compared,final_rng_state,accepted_gamma_count,accepted_gamma_sequence_hash,original_runtime_seconds,partitioned_runtime_seconds,first_trace_difference
20260812_022,20260812,22,14060101346848647061,0fc3a9603e722a03369cb46bda0fb12e01f1677c4f4e895a966e7aa388cd2c15,fe4783767a4eb07c309c07d466f1fa3ab0d8e52c91ec1b296d84dd5ffeaadad0,EXACT MATCH,True,1,1,1,1,1,1,116,116,2,2,0,0,369.3369188457542,369.33691884575416,-5.684341886080802e-14,4fe4c53872af223279d0b8db4b913847f818d32b2f7ae9765d0350bf0bd786ad,4fe4c53872af223279d0b8db4b913847f818d32b2f7ae9765d0350bf0bd786ad,True,True,True,116,1112260097139911824,67752,c1f992e2690fb866748c289b458ceb386dbabc00ebf33430e00c639900e226b5,11.793443208007375,11.80807574998471,null
20260812_023,20260812,23,12113082717464450409,80feab64c3cad56bdc38bc2b0dd576a9991071825eefbc46df19edaec4b5c8d8,248cc85f9f0dce3bf277e69057bb9c889d011daa4512df5dfaf8a9fb3e4cc3ef,EXACT MATCH,True,1,1,1,1,1,1,34,34,1,1,0,0,343.78606172919956,343.7860617291996,5.684341886080802e-14,494fecd266763b117fd1cd58c965ef2218bd8734c98e2699d5206b1cbdb9ddf5,494fecd266763b117fd1cd58c965ef2218bd8734c98e2699d5206b1cbdb9ddf5,True,True,True,34,12113082717464450409,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,3.4421400420251302,3.471749791991897,null
20260812_024,20260812,24,16083735536231687899,ec2b21be9d4bdbc1d4193d8550501957b438020ebf5bb24160f88eac12bbf4a4,c4c81db281f1407d103770016fbc125544b2dcc247c5b73825f16839f31a3318,EXACT MATCH,True,1,1,1,1,1,1,417,417,7,7,0,0,469.05787536240206,469.057875362402,-5.684341886080802e-14,b20355d4ca3eaefdee4cdb2d07527e531d39f2ade218d6a20a7c194e349660ac,b20355d4ca3eaefdee4cdb2d07527e531d39f2ade218d6a20a7c194e349660ac,True,True,True,417,6487927317377171550,406512,c35d309154f9ddc91013b23044fd51050b6ed00a48d448951102414a66deb801,43.22078220802359,45.535052500024904,null
20260812_025,20260812,25,4876608333208029811,372f37dd1dc60d6391eac72605d0990d3282a77b4df2ec316d260e73ddcd8ca8,defba94d071a3373c27b4b15959db14a670a73a24b5fb6982c8005c912d48f42,EXACT MATCH,True,1,1,1,1,1,1,133,133,2,2,0,0,451.2013295166631,451.2013295166631,0.0,c42c69c3920733426d668eac5168951afae2cfcbe339f3d981c0e2b8d865f622,c42c69c3920733426d668eac5168951afae2cfcbe339f3d981c0e2b8d865f622,True,True,True,133,4936078702085730782,67752,8323a080c19a0e9da00f1e167675857f076f2db6277a14f5d390d619b26fdc49,13.418425749987364,13.479952458001208,null
20260812_026,20260812,26,13442402982536081687,8230ebea7ebb54e20c27bad967a1491b5c27b2c0e7ce4b6359191e65ded7551f,11fe239a74c15097d90bb3d95154fdabac1dda1228f7f0c2fe357da6e7e6492e,EXACT MATCH,True,1,1,1,1,1,1,78,78,1,1,0,0,350.9003271714365,350.9003271714366,5.684341886080802e-14,903476f6bde00292e4b921aa7a89bd4172763f42e44c533770944e364a87781f,903476f6bde00292e4b921aa7a89bd4172763f42e44c533770944e364a87781f,True,True,True,78,13442402982536081687,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,7.885122624982614,7.933832540991716,null
20260812_027,20260812,27,14610321434395427763,957a887d803432a68277c072e9fc7e41b5dd073515753d47c1f58b6dc1be2571,26874c04b91cd65e04aadd618a390b8ee905e7238450e6ac3e3a4a8ec1c62bd5,EXACT MATCH,True,1,1,1,1,1,1,64,64,1,1,0,0,353.37081316820087,353.3708131682009,5.684341886080802e-14,e711642c4cb8ba3f1102f0ad257562c44a25f48209d912ec3513d79ac45a076c,e711642c4cb8ba3f1102f0ad257562c44a25f48209d912ec3513d79ac45a076c,True,True,True,64,14610321434395427763,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,7.142189125006553,6.571169375005411,null
20260812_028,20260812,28,6557321410357153013,da3a6d230ad6a5e3f780ecee9c793fc4ee9fc6f17023ad492c1c979ef9e49899,f1e5b5dd036de8577554a301f6ab8487130251970623487b06dbca4a45e9324b,EXACT MATCH,True,1,1,1,1,1,1,48,48,1,1,0,0,318.86113231343415,318.8611323134341,-5.684341886080802e-14,b07bcef0b99e6c4a6e14c2dd97e8d2c1d8e1a28fac339b82b904183973858e69,b07bcef0b99e6c4a6e14c2dd97e8d2c1d8e1a28fac339b82b904183973858e69,True,True,True,48,6557321410357153013,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.854113291978138,5.622348917007912,null
20260812_029,20260812,29,14908104894443502905,8b28150527d4d0ad63f566afd584d7cdf200f40f7b711148ccf5f1178b4d5797,901ee131100fc0dbe659a4e1e7a47af41e39990d6ac7bcf1775dee2ae528fae8,EXACT MATCH,True,1,1,1,1,1,1,110,110,2,2,0,0,274.0669548010361,274.0669548010361,0.0,6c4d2e2d69c230661c2a7f4743caf96623e1dd1b1237affd7ccb9fd39eab4a85,6c4d2e2d69c230661c2a7f4743caf96623e1dd1b1237affd7ccb9fd39eab4a85,True,True,True,110,7909370434881802492,67752,bb1c94b3f8db885dad90c8e4af0df55ec6ba30caf725eda955630637f2f1a16d,12.576717124989955,10.003072749997955,null
20260812_030,20260812,30,14917229497518780788,99d20a4f97826ba100005d3f36e6b8cad456ec2abb3dd4c5be46539a632fbf1d,35a5fcc94579f35059c38d25fce2e202e0ed2d25168373c8a430e09b751958ec,EXACT MATCH,True,1,1,1,1,1,1,79,79,1,1,0,0,341.5264165324227,341.5264165324227,0.0,c0a0abc9c3b838d971629ac2cb7a7338e1be6843ffd36ed7078132adffe1ae5b,c0a0abc9c3b838d971629ac2cb7a7338e1be6843ffd36ed7078132adffe1ae5b,True,True,True,79,14917229497518780788,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,8.633637416001875,7.973340083000949,null
20260812_031,20260812,31,16432480893243593678,9023a7a648a91b0f5fbac1b7b4e9beb2fd50c191566bfd17f2a92fa99897f64f,b8747ba2f9b158d4d3c0472d8ca3415eb83a1551c4647b6ff9179884f55a55bd,EXACT MATCH,True,1,1,1,1,1,1,318,318,5,5,0,0,419.8276047023804,419.8276047023804,0.0,2a3e78705af026b97d5a79b9efa1370977e077236793b9351ad71a951c136606,2a3e78705af026b97d5a79b9efa1370977e077236793b9351ad71a951c136606,True,True,True,318,16971874867847238982,271008,c70efeed4e704d6d37534e661189e9d8e2079b2ea22a53c0677aef837aa259ba,16.503755290992558,7.458235208003316,null
