case_id,sample_seed,shot,gamma_seed,syndrome_hash,logical_outcome_hash,classification,archive_reproduction,e1_winner,parallel_rescue,original_converged,partitioned_converged,original_syndrome_valid,partitioned_syndrome_valid,original_logical_correct,partitioned_logical_correct,original_iterations,partitioned_iterations,original_relay_legs,partitioned_relay_legs,original_final_residual,partitioned_final_residual,original_candidate_weight,partitioned_candidate_weight,candidate_weight_delta,correction_hash,partitioned_inverse_correction_hash,correction_exact,logical_action_exact,trace_exact,trace_iterations_compared,final_rng_state,accepted_gamma_count,accepted_gamma_sequence_hash,original_runtime_seconds,partitioned_runtime_seconds,first_trace_difference
20260812_014,20260812,14,16000821272086832410,c9a43b9ea8af4b23503566f3ac2404c5c26356a807805321aad761995f090244,70de76ea56aa92ada328ba119fcc08498beb33f61ff4f66790deaffd3cb5e81b,EXACT MATCH,True,False,False,0,0,0,0,0,0,1940,1940,32,32,8,8,,,,3753e40db626ba14f4251e85943ad06dec2b761dd7165a7719c0d2714ec9685b,3753e40db626ba14f4251e85943ad06dec2b761dd7165a7719c0d2714ec9685b,True,True,True,1940,14389645815256749313,2100312,feea8ca9ad869088b0a884e95c94e4511a563a799ee4db69fcebb3c17a7878f9,207.67507999998634,145.46949474999565,null
20260812_015,20260812,15,3150995728896286250,949c188dda534d99f89dc42921a550f0d44e481e541ae53cfbf351ccb7dc4f75,6e3fbb7d20a3d0bfdaed944de60dc4739ca0782555b7c7ee86781b338e71a9a1,EXACT MATCH,True,True,False,1,1,1,1,1,1,290,290,5,5,0,0,471.1971234332144,471.1971234332145,5.684341886080802e-14,79d34a16c9f6c271b3746ee075f8985032454038cfcb8561d236d85ca8ef4e2f,79d34a16c9f6c271b3746ee075f8985032454038cfcb8561d236d85ca8ef4e2f,True,True,True,290,5730531285302732105,271008,ac2a53c3a0c64f0c8517c5fb054c0087fe26b3a6a5f5187b5988b63fc226803e,29.21219462499721,30.40726325000287,null
20260812_016,20260812,16,9513158066089801193,74e177a055953dcb57560904b24b88cb0b6ae1cf161b6d1c4fe68532a31e8aeb,e8f39d86a9262db0c52cfdc7065f172476571aa872e8b383eec096e433f63438,EXACT MATCH,True,False,False,1,1,1,1,1,1,71,71,1,1,0,0,406.79039514854117,406.7903951485411,-5.684341886080802e-14,f5c7f814861312c592dfa01e6f620fcf9f34030058f08e3f76e299b851545681,f5c7f814861312c592dfa01e6f620fcf9f34030058f08e3f76e299b851545681,True,True,True,71,9513158066089801193,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,7.153394458000548,8.175475750002079,null
20260812_017,20260812,17,8691010055413677348,dc486699379e2209a465592f7ed40ea8d84ed854de22bec2e5b6fa11fef81ad3,cb38e544a793f8d61a6200cc90dcbd26bf081b4ab3827f51780bb2a9d79f9a09,EXACT MATCH,True,False,False,1,1,1,1,1,1,55,55,1,1,0,0,417.9508542796515,417.95085427965154,5.684341886080802e-14,86e7344e1c2cc655b31f72e281f09e75abd59dfd2d3b8109ea7c6e25574a2094,86e7344e1c2cc655b31f72e281f09e75abd59dfd2d3b8109ea7c6e25574a2094,True,True,True,55,8691010055413677348,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,6.258292125014123,5.651127249991987,null
20260812_018,20260812,18,641790827222171602,b33d5d713b61b47d35f4f6353e989ea97f8626aa7decd391fc6f8c4c4a315034,187355b101e4d1f66c7948f93d109b63e1e0e5ec14eba8043e6428aff3a3e4ca,EXACT MATCH,True,False,False,1,1,1,1,1,1,59,59,1,1,0,0,351.56754653064695,351.56754653064695,0.0,30b69bbe8529853e56ebddde98ad9d2ac4dbd38fd191b6400b1ee8fc0ec0b09d,30b69bbe8529853e56ebddde98ad9d2ac4dbd38fd191b6400b1ee8fc0ec0b09d,True,True,True,59,641790827222171602,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,5.872235291986726,6.7750491659971885,null
20260812_019,20260812,19,8611758862751272143,e9f483bc1a5a0c65a40b07da0c19dc1013426fa86383b91c1f67c9e461c6a7c0,b043323af4d4532fd0599b2e98521e578681d8baaa6a503d8b440ada9ba5c5f6,EXACT MATCH,True,False,False,1,1,1,1,1,1,336,336,6,6,0,0,274.85552507272376,274.8555250727238,5.684341886080802e-14,87a607cf7752932578ea39a61f40fa9c04c4eb0d7932da52fe2918eff27f63b1,87a607cf7752932578ea39a61f40fa9c04c4eb0d7932da52fe2918eff27f63b1,True,True,True,336,14862713921746398489,338760,8062b58e21d2a07f02d5fc3c60749586afccca4626eff7c7fc388563230aeeb0,36.5503254160285,35.81626970900106,null
20260812_020,20260812,20,5218914708274380730,84f01f8e9e95cc27e18c33645511415fb68e44b498ef88ec676deecd92f4597f,9136b05e5ebbd767e678639d590ffd51738d1831121dfb19621750870c78cb89,EXACT MATCH,True,True,False,1,1,1,1,1,1,286,286,5,5,0,0,368.5474728407073,368.5474728407073,0.0,d6af14abf26e7e8037bae3ab078c51ffe5b2019288efef2da7acee0b93aeaccc,d6af14abf26e7e8037bae3ab078c51ffe5b2019288efef2da7acee0b93aeaccc,True,True,True,286,4474800520926798165,271008,b12a5c717e7d7d50d3015467677fa4b257ddae701967b7b18c2cc0dcaed75df1,30.657317082979716,29.654319916007807,null
20260812_021,20260812,21,5589096381108553196,92d05aca13f94ca8efe956be600166e567e253c13efdc967cca8da3ebb608d83,f8e8e742b81b806604fc01df885572a777edfa92cf5e81ce6347f49d84780545,EXACT MATCH,True,False,False,1,1,1,1,1,1,48,48,1,1,0,0,294.2752260965956,294.2752260965956,0.0,c6b0e98ca1928f80f97982fb9b1146e92de52b7dae84a4a497e8f3cf48eaee9c,c6b0e98ca1928f80f97982fb9b1146e92de52b7dae84a4a497e8f3cf48eaee9c,True,True,True,48,5589096381108553196,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.927827999985311,4.886142792005558,null
20260812_022,20260812,22,13092550254704216661,0fc3a9603e722a03369cb46bda0fb12e01f1677c4f4e895a966e7aa388cd2c15,fe4783767a4eb07c309c07d466f1fa3ab0d8e52c91ec1b296d84dd5ffeaadad0,EXACT MATCH,True,False,False,1,1,1,1,1,1,163,163,3,3,0,0,360.1617177521739,360.1617177521739,0.0,4a6206f01cd9ee9e7b1e40ffd1146b9fb2efac2f0211007492c48b6c6f8d2d30,4a6206f01cd9ee9e7b1e40ffd1146b9fb2efac2f0211007492c48b6c6f8d2d30,True,True,True,163,4191326554561026454,135504,4482db2f259710fc850edd17db1c891d7b587c952633d2d5b9bbc96421151e86,16.491442750004353,16.495018583984347,null
20260812_023,20260812,23,18105656401021178839,80feab64c3cad56bdc38bc2b0dd576a9991071825eefbc46df19edaec4b5c8d8,248cc85f9f0dce3bf277e69057bb9c889d011daa4512df5dfaf8a9fb3e4cc3ef,EXACT MATCH,True,False,False,1,1,1,1,1,1,34,34,1,1,0,0,343.78606172919956,343.78606172919956,0.0,494fecd266763b117fd1cd58c965ef2218bd8734c98e2699d5206b1cbdb9ddf5,494fecd266763b117fd1cd58c965ef2218bd8734c98e2699d5206b1cbdb9ddf5,True,True,True,34,18105656401021178839,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.339359749981668,4.241200332995504,null
20260812_024,20260812,24,10504510604383418178,ec2b21be9d4bdbc1d4193d8550501957b438020ebf5bb24160f88eac12bbf4a4,c4c81db281f1407d103770016fbc125544b2dcc247c5b73825f16839f31a3318,EXACT MATCH,True,False,False,1,1,1,1,1,1,1057,1057,18,18,0,0,474.3909570642287,474.3909570642287,0.0,07f44983eee0673064274df6ab3beef8405a056a52385e2b7ad5e17cc2ab9614,07f44983eee0673064274df6ab3beef8405a056a52385e2b7ad5e17cc2ab9614,True,True,True,1057,10941166498793881175,1151784,b8d8a9f0941cf27bfc90a650476ca2de234e224e04ed9e2766852954c46f5a0c,100.24432154101669,80.97874179200153,null
20260812_025,20260812,25,17346861893773994781,372f37dd1dc60d6391eac72605d0990d3282a77b4df2ec316d260e73ddcd8ca8,defba94d071a3373c27b4b15959db14a670a73a24b5fb6982c8005c912d48f42,EXACT MATCH,True,True,False,1,1,1,1,1,1,129,129,2,2,0,0,405.1141103388601,405.1141103388601,0.0,e7c1bd9f72a167b9fb3f0f53f621247a1317ff2218c1595bc4a7a0f233540b40,e7c1bd9f72a167b9fb3f0f53f621247a1317ff2218c1595bc4a7a0f233540b40,True,True,True,129,2875897908569077442,67752,a089fb9afa43eca72b242382c0fcac0b024711e0e76890f780c4595eeccf9382,13.841507375007495,13.935263499995926,null
20260812_026,20260812,26,249615083474222270,8230ebea7ebb54e20c27bad967a1491b5c27b2c0e7ce4b6359191e65ded7551f,11fe239a74c15097d90bb3d95154fdabac1dda1228f7f0c2fe357da6e7e6492e,EXACT MATCH,True,False,False,1,1,1,1,1,1,78,78,1,1,0,0,350.9003271714365,350.9003271714365,0.0,903476f6bde00292e4b921aa7a89bd4172763f42e44c533770944e364a87781f,903476f6bde00292e4b921aa7a89bd4172763f42e44c533770944e364a87781f,True,True,True,78,249615083474222270,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,7.930699667020235,7.940724625019357,null
20260812_027,20260812,27,8492018925260488934,957a887d803432a68277c072e9fc7e41b5dd073515753d47c1f58b6dc1be2571,26874c04b91cd65e04aadd618a390b8ee905e7238450e6ac3e3a4a8ec1c62bd5,EXACT MATCH,True,False,False,1,1,1,1,1,1,64,64,1,1,0,0,353.37081316820087,353.3708131682009,5.684341886080802e-14,e711642c4cb8ba3f1102f0ad257562c44a25f48209d912ec3513d79ac45a076c,e711642c4cb8ba3f1102f0ad257562c44a25f48209d912ec3513d79ac45a076c,True,True,True,64,8492018925260488934,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,6.575522541010287,7.317495875002351,null
20260812_028,20260812,28,10983561463285453515,da3a6d230ad6a5e3f780ecee9c793fc4ee9fc6f17023ad492c1c979ef9e49899,f1e5b5dd036de8577554a301f6ab8487130251970623487b06dbca4a45e9324b,EXACT MATCH,True,False,False,1,1,1,1,1,1,48,48,1,1,0,0,318.86113231343415,318.86113231343415,0.0,b07bcef0b99e6c4a6e14c2dd97e8d2c1d8e1a28fac339b82b904183973858e69,b07bcef0b99e6c4a6e14c2dd97e8d2c1d8e1a28fac339b82b904183973858e69,True,True,True,48,10983561463285453515,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,5.6644489580066875,4.877678000018932,null
20260812_029,20260812,29,5971686589032898731,8b28150527d4d0ad63f566afd584d7cdf200f40f7b711148ccf5f1178b4d5797,901ee131100fc0dbe659a4e1e7a47af41e39990d6ac7bcf1775dee2ae528fae8,EXACT MATCH,True,True,False,1,1,1,1,1,1,95,95,2,2,0,0,257.13971069698266,257.13971069698266,0.0,addd1fc066e46b56ef4c103dd4f32073d2bcd138db13d3e9d8d48439ee009336,addd1fc066e46b56ef4c103dd4f32073d2bcd138db13d3e9d8d48439ee009336,True,True,True,95,15642626353826688569,67752,e63bc68e33807f0bfe800cd50a5aa0e77f713dfe78659dfb3a3f75e379680ea3,10.353861082985532,9.682294208992971,null
20260812_030,20260812,30,13103032871091364742,99d20a4f97826ba100005d3f36e6b8cad456ec2abb3dd4c5be46539a632fbf1d,35a5fcc94579f35059c38d25fce2e202e0ed2d25168373c8a430e09b751958ec,EXACT MATCH,True,False,False,1,1,1,1,1,1,79,79,1,1,0,0,341.5264165324227,341.5264165324227,0.0,c0a0abc9c3b838d971629ac2cb7a7338e1be6843ffd36ed7078132adffe1ae5b,c0a0abc9c3b838d971629ac2cb7a7338e1be6843ffd36ed7078132adffe1ae5b,True,True,True,79,13103032871091364742,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,8.01256904102047,8.799565208988497,null
20260812_031,20260812,31,3564658841077847673,9023a7a648a91b0f5fbac1b7b4e9beb2fd50c191566bfd17f2a92fa99897f64f,b8747ba2f9b158d4d3c0472d8ca3415eb83a1551c4647b6ff9179884f55a55bd,EXACT MATCH,True,False,False,0,0,0,0,0,0,1940,1940,32,32,12,12,,,,e686b247597c491c9e9ba96c477d3d3ecf659f113a7671d6f6aa84e0fd1bd9c1,e686b247597c491c9e9ba96c477d3d3ecf659f113a7671d6f6aa84e0fd1bd9c1,True,True,True,1940,13380555933808546500,2100312,a220b129dfe5fe738f189489a064cd17000a0fe6b18f7a0679b8e41273551edc,135.94349658300052,45.30553262497415,null
