policy,winner,first_success_cycles,first_success_quanta,global_failure,e0_work_before_first,e1_work_before_first,e0_flagged_work_before_first,e1_flagged_work_before_first,total_full_service_quanta,e0_total_work,e1_total_work,e0_flagged_work,e1_flagged_work,e0_ever_flagged,e1_ever_flagged,max_e0_service_gap,max_e1_service_gap,total_requested_accesses,total_issued_groups,total_retry_subsets,mean_active_lanes,lane_utilization,sample_seed,shot,winner_logical_correct,winner_syndrome_valid,winner_correction_hash,changed_winner,lost_success,logical_regression,invalid,cycles_delta_vs_round_robin,cycles_percent_vs_round_robin,classification
P2_stagnation_1to3,0,307528235.0,95,0,48,47,0,0,96,48,48,0,0,0,0,1,1,345791160.0,134141136.0,4668036.0,2.577815950507531,0.6444539876268828,20260812,11,1,1,a4f462e657d652055b83ff6104c4280c4da1e41b37ed1c444f7ac07c1c36bf2d,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,637558915.0,197,0,99,98,0,0,446,99,347,0,87,0,1,1,1,716888664.0,278109040.0,9665968.0,2.5777251397509406,0.6444312849377352,20260812,12,1,1,c152d8f8c2ad18a0895077af1e65460ee06cbbe32957b24d511daf62ae7b315d,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,637558915.0,197,0,99,98,0,0,446,99,347,0,87,0,1,1,1,716888664.0,278109040.0,9665968.0,2.5777251397509406,0.6444312849377352,20260812,12,1,1,c152d8f8c2ad18a0895077af1e65460ee06cbbe32957b24d511daf62ae7b315d,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,637558915.0,197,0,99,98,0,0,446,99,347,0,87,0,1,1,1,716888664.0,278109040.0,9665968.0,2.5777251397509406,0.6444312849377352,20260812,12,1,1,c152d8f8c2ad18a0895077af1e65460ee06cbbe32957b24d511daf62ae7b315d,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,660061360.0,204,0,102,102,0,0,275,173,102,0,0,0,0,1,1,742195008.0,287935808.0,9995864.0,2.5776405274331147,0.6444101318582787,20260812,13,1,1,db735b328dd4b68766a135e38c820b2da8190d33532f1f672b03b0fc2335675a,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,660061360.0,204,0,102,102,0,0,275,173,102,0,0,0,0,1,1,742195008.0,287935808.0,9995864.0,2.5776405274331147,0.6444101318582787,20260812,13,1,1,db735b328dd4b68766a135e38c820b2da8190d33532f1f672b03b0fc2335675a,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,660061360.0,204,0,102,102,0,0,275,173,102,0,0,0,0,1,1,742195008.0,287935808.0,9995864.0,2.5776405274331147,0.6444101318582787,20260812,13,1,1,db735b328dd4b68766a135e38c820b2da8190d33532f1f672b03b0fc2335675a,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,2602746545.0,805,0,403,402,203,202,2343,403,1940,203,1740,1,1,1,1,2926665000.0,1135523312.0,39274172.0,2.577371128422945,0.6443427821057363,20260812,14,1,1,4a221ae89183f77a4c900ba2a834c815ae16eea6dd67e2c693bf154723e506e0,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,2602746545.0,805,0,403,402,203,202,2343,403,1940,203,1740,1,1,1,1,2926665000.0,1135523312.0,39274172.0,2.577371128422945,0.6443427821057363,20260812,14,1,1,4a221ae89183f77a4c900ba2a834c815ae16eea6dd67e2c693bf154723e506e0,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,2602746545.0,805,0,403,402,203,202,2343,403,1940,203,1740,1,1,1,1,2926665000.0,1135523312.0,39274172.0,2.577371128422945,0.6443427821057363,20260812,14,1,1,4a221ae89183f77a4c900ba2a834c815ae16eea6dd67e2c693bf154723e506e0,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,1875177850.0,580,0,290,290,0,0,931,641,290,162,0,1,0,1,1,2108550960.0,818107200.0,28288620.0,2.577352894583986,0.6443382236459965,20260812,15,1,1,79d34a16c9f6c271b3746ee075f8985032454038cfcb8561d236d85ca8ef4e2f,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,1875177850.0,580,0,290,290,0,0,931,641,290,162,0,1,0,1,1,2108550960.0,818107200.0,28288620.0,2.577352894583986,0.6443382236459965,20260812,15,1,1,79d34a16c9f6c271b3746ee075f8985032454038cfcb8561d236d85ca8ef4e2f,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,1875177850.0,580,0,290,290,0,0,931,641,290,162,0,1,0,1,1,2108550960.0,818107200.0,28288620.0,2.577352894583986,0.6443382236459965,20260812,15,1,1,79d34a16c9f6c271b3746ee075f8985032454038cfcb8561d236d85ca8ef4e2f,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,455401445.0,141,0,71,70,0,0,142,71,71,0,0,0,0,1,1,512089992.0,198717040.0,6835924.0,2.5769807762837047,0.6442451940709262,20260812,16,1,1,f5c7f814861312c592dfa01e6f620fcf9f34030058f08e3f76e299b851545681,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,455401445.0,141,0,71,70,0,0,142,71,71,0,0,0,0,1,1,512089992.0,198717040.0,6835924.0,2.5769807762837047,0.6442451940709262,20260812,16,1,1,f5c7f814861312c592dfa01e6f620fcf9f34030058f08e3f76e299b851545681,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,455401445.0,141,0,71,70,0,0,142,71,71,0,0,0,0,1,1,512089992.0,198717040.0,6835924.0,2.5769807762837047,0.6442451940709262,20260812,16,1,1,f5c7f814861312c592dfa01e6f620fcf9f34030058f08e3f76e299b851545681,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,352533125.0,109,0,55,54,0,0,110,55,55,0,0,0,0,1,1,396403848.0,153794672.0,5327828.0,2.5774875218043967,0.6443718804510992,20260812,17,1,1,86e7344e1c2cc655b31f72e281f09e75abd59dfd2d3b8109ea7c6e25574a2094,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,352533125.0,109,0,55,54,0,0,110,55,55,0,0,0,0,1,1,396403848.0,153794672.0,5327828.0,2.5774875218043967,0.6443718804510992,20260812,17,1,1,86e7344e1c2cc655b31f72e281f09e75abd59dfd2d3b8109ea7c6e25574a2094,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,352533125.0,109,0,55,54,0,0,110,55,55,0,0,0,0,1,1,396403848.0,153794672.0,5327828.0,2.5774875218043967,0.6443718804510992,20260812,17,1,1,86e7344e1c2cc655b31f72e281f09e75abd59dfd2d3b8109ea7c6e25574a2094,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,378250205.0,117,0,59,58,0,0,118,59,59,0,0,0,0,1,1,425325384.0,165025264.0,5704852.0,2.577334970965415,0.6443337427413538,20260812,18,1,1,30b69bbe8529853e56ebddde98ad9d2ac4dbd38fd191b6400b1ee8fc0ec0b09d,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,378250205.0,117,0,59,58,0,0,118,59,59,0,0,0,0,1,1,425325384.0,165025264.0,5704852.0,2.577334970965415,0.6443337427413538,20260812,18,1,1,30b69bbe8529853e56ebddde98ad9d2ac4dbd38fd191b6400b1ee8fc0ec0b09d,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,378250205.0,117,0,59,58,0,0,118,59,59,0,0,0,0,1,1,425325384.0,165025264.0,5704852.0,2.577334970965415,0.6443337427413538,20260812,18,1,1,30b69bbe8529853e56ebddde98ad9d2ac4dbd38fd191b6400b1ee8fc0ec0b09d,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,682563805.0,211,0,106,105,0,0,442,106,336,0,0,0,0,1,1,767501352.0,297762576.0,10325760.0,2.5775614998709577,0.6443903749677394,20260812,19,1,1,c6d5242ddc1725244a8599f4151924676c21da5e1196b39d03ab65dad23fcb8e,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,682563805.0,211,0,106,105,0,0,442,106,336,0,0,0,0,1,1,767501352.0,297762576.0,10325760.0,2.5775614998709577,0.6443903749677394,20260812,19,1,1,c6d5242ddc1725244a8599f4151924676c21da5e1196b39d03ab65dad23fcb8e,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,682563805.0,211,0,106,105,0,0,442,106,336,0,0,0,0,1,1,767501352.0,297762576.0,10325760.0,2.5775614998709577,0.6443903749677394,20260812,19,1,1,c6d5242ddc1725244a8599f4151924676c21da5e1196b39d03ab65dad23fcb8e,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,1849460770.0,572,0,286,286,0,26,902,616,286,104,26,1,1,1,1,2079629424.0,806876608.0,27911596.0,2.577382221000017,0.6443455552500043,20260812,20,1,1,d6af14abf26e7e8037bae3ab078c51ffe5b2019288efef2da7acee0b93aeaccc,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,1929826645.0,597,0,311,286,0,26,902,616,286,104,26,1,1,1,2,2170009224.0,841972208.0,29089796.0,2.577293173553301,0.6443232933883253,20260812,20,1,1,d6af14abf26e7e8037bae3ab078c51ffe5b2019288efef2da7acee0b93aeaccc,0,0,0,0,80365875.0,4.34536792040201,C_same_logical_outcome_later_convergence
P2_stagnation_1to3,1,1979115125.0,612,0,326,286,6,26,902,616,286,104,26,1,1,1,3,2225411064.0,863418496.0,29892154.0,2.57744196390252,0.64436049097563,20260812,20,1,1,d6af14abf26e7e8037bae3ab078c51ffe5b2019288efef2da7acee0b93aeaccc,0,0,0,0,129654355.0,7.010386870763408,C_same_logical_outcome_later_convergence
P0_round_robin,0,307528235.0,95,0,48,47,0,0,96,48,48,0,0,0,0,1,1,345791160.0,134141136.0,4668036.0,2.577815950507531,0.6444539876268828,20260812,21,1,1,c6b0e98ca1928f80f97982fb9b1146e92de52b7dae84a4a497e8f3cf48eaee9c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,307528235.0,95,0,48,47,0,0,96,48,48,0,0,0,0,1,1,345791160.0,134141136.0,4668036.0,2.577815950507531,0.6444539876268828,20260812,21,1,1,c6b0e98ca1928f80f97982fb9b1146e92de52b7dae84a4a497e8f3cf48eaee9c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,307528235.0,95,0,48,47,0,0,96,48,48,0,0,0,0,1,1,345791160.0,134141136.0,4668036.0,2.577815950507531,0.6444539876268828,20260812,21,1,1,c6b0e98ca1928f80f97982fb9b1146e92de52b7dae84a4a497e8f3cf48eaee9c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,746856505.0,231,0,116,115,0,0,279,116,163,0,0,0,0,1,1,839805192.0,325839056.0,11268320.0,2.577361972224717,0.6443404930561792,20260812,22,1,1,4fe4c53872af223279d0b8db4b913847f818d32b2f7ae9765d0350bf0bd786ad,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,746856505.0,231,0,116,115,0,0,279,116,163,0,0,0,0,1,1,839805192.0,325839056.0,11268320.0,2.577361972224717,0.6443404930561792,20260812,22,1,1,4fe4c53872af223279d0b8db4b913847f818d32b2f7ae9765d0350bf0bd786ad,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,746856505.0,231,0,116,115,0,0,279,116,163,0,0,0,0,1,1,839805192.0,325839056.0,11268320.0,2.577361972224717,0.6443404930561792,20260812,22,1,1,4fe4c53872af223279d0b8db4b913847f818d32b2f7ae9765d0350bf0bd786ad,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,217518455.0,67,0,34,33,0,0,68,34,34,0,0,0,0,1,1,244565784.0,94834064.0,3348452.0,2.578881191889024,0.644720297972256,20260812,23,1,1,494fecd266763b117fd1cd58c965ef2218bd8734c98e2699d5206b1cbdb9ddf5,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,217518455.0,67,0,34,33,0,0,68,34,34,0,0,0,0,1,1,244565784.0,94834064.0,3348452.0,2.578881191889024,0.644720297972256,20260812,23,1,1,494fecd266763b117fd1cd58c965ef2218bd8734c98e2699d5206b1cbdb9ddf5,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,217518455.0,67,0,34,33,0,0,68,34,34,0,0,0,0,1,1,244565784.0,94834064.0,3348452.0,2.578881191889024,0.644720297972256,20260812,23,1,1,494fecd266763b117fd1cd58c965ef2218bd8734c98e2699d5206b1cbdb9ddf5,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,2692756325.0,833,0,417,416,80,216,1474,417,1057,80,656,1,1,1,1,3027890376.0,1174830384.0,40593756.0,2.5773000232516967,0.6443250058129242,20260812,24,1,1,b20355d4ca3eaefdee4cdb2d07527e531d39f2ade218d6a20a7c194e349660ac,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,2473092190.0,765,0,417,348,80,148,1474,417,1057,80,656,1,1,1,2,2780883360.0,1078981424.0,37293614.0,2.577322739895474,0.6443306849738685,20260812,24,1,1,b20355d4ca3eaefdee4cdb2d07527e531d39f2ade218d6a20a7c194e349660ac,0,0,0,0,-219664135.0,-8.157594244997268,A_same_success_same_winner
P2_stagnation_1to3,0,2399155585.0,742,0,417,325,80,125,1474,417,1057,80,656,1,1,1,3,2697733944.0,1046693472.0,36209670.0,2.5773868053702738,0.6443467013425684,20260812,24,1,1,b20355d4ca3eaefdee4cdb2d07527e531d39f2ade218d6a20a7c194e349660ac,0,0,0,0,-293600740.0,-10.90335346255291,A_same_success_same_winner
P0_round_robin,1,833651650.0,258,0,129,129,0,0,262,133,129,0,0,0,0,1,1,937415376.0,363742304.0,12540776.0,2.5771414699127213,0.6442853674781803,20260812,25,1,1,e7c1bd9f72a167b9fb3f0f53f621247a1317ff2218c1595bc4a7a0f233540b40,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,833651650.0,258,0,129,129,0,0,262,133,129,0,0,0,0,1,1,937415376.0,363742304.0,12540776.0,2.5771414699127213,0.6442853674781803,20260812,25,1,1,e7c1bd9f72a167b9fb3f0f53f621247a1317ff2218c1595bc4a7a0f233540b40,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,833651650.0,258,0,129,129,0,0,262,133,129,0,0,0,0,1,1,937415376.0,363742304.0,12540776.0,2.5771414699127213,0.6442853674781803,20260812,25,1,1,e7c1bd9f72a167b9fb3f0f53f621247a1317ff2218c1595bc4a7a0f233540b40,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,500406335.0,155,0,78,77,0,0,156,78,78,0,0,0,0,1,1,562702680.0,218370576.0,7495716.0,2.5768246359344675,0.6442061589836169,20260812,26,1,1,903476f6bde00292e4b921aa7a89bd4172763f42e44c533770944e364a87781f,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,500406335.0,155,0,78,77,0,0,156,78,78,0,0,0,0,1,1,562702680.0,218370576.0,7495716.0,2.5768246359344675,0.6442061589836169,20260812,26,1,1,903476f6bde00292e4b921aa7a89bd4172763f42e44c533770944e364a87781f,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,500406335.0,155,0,78,77,0,0,156,78,78,0,0,0,0,1,1,562702680.0,218370576.0,7495716.0,2.5768246359344675,0.6442061589836169,20260812,26,1,1,903476f6bde00292e4b921aa7a89bd4172763f42e44c533770944e364a87781f,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,410396555.0,127,0,64,63,0,0,128,64,64,0,0,0,0,1,1,461477304.0,179063504.0,6176132.0,2.577171191735419,0.6442927979338547,20260812,27,1,1,e711642c4cb8ba3f1102f0ad257562c44a25f48209d912ec3513d79ac45a076c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,410396555.0,127,0,64,63,0,0,128,64,64,0,0,0,0,1,1,461477304.0,179063504.0,6176132.0,2.577171191735419,0.6442927979338547,20260812,27,1,1,e711642c4cb8ba3f1102f0ad257562c44a25f48209d912ec3513d79ac45a076c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,410396555.0,127,0,64,63,0,0,128,64,64,0,0,0,0,1,1,461477304.0,179063504.0,6176132.0,2.577171191735419,0.6442927979338547,20260812,27,1,1,e711642c4cb8ba3f1102f0ad257562c44a25f48209d912ec3513d79ac45a076c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,307528235.0,95,0,48,47,0,0,96,48,48,0,0,0,0,1,1,345791160.0,134141136.0,4668036.0,2.577815950507531,0.6444539876268828,20260812,28,1,1,b07bcef0b99e6c4a6e14c2dd97e8d2c1d8e1a28fac339b82b904183973858e69,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,307528235.0,95,0,48,47,0,0,96,48,48,0,0,0,0,1,1,345791160.0,134141136.0,4668036.0,2.577815950507531,0.6444539876268828,20260812,28,1,1,b07bcef0b99e6c4a6e14c2dd97e8d2c1d8e1a28fac339b82b904183973858e69,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,307528235.0,95,0,48,47,0,0,96,48,48,0,0,0,0,1,1,345791160.0,134141136.0,4668036.0,2.577815950507531,0.6444539876268828,20260812,28,1,1,b07bcef0b99e6c4a6e14c2dd97e8d2c1d8e1a28fac339b82b904183973858e69,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,615056470.0,190,0,95,95,0,0,205,110,95,0,0,0,0,1,1,691582320.0,268282272.0,9336072.0,2.577815950507531,0.6444539876268828,20260812,29,1,1,addd1fc066e46b56ef4c103dd4f32073d2bcd138db13d3e9d8d48439ee009336,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,615056470.0,190,0,95,95,0,0,205,110,95,0,0,0,0,1,1,691582320.0,268282272.0,9336072.0,2.577815950507531,0.6444539876268828,20260812,29,1,1,addd1fc066e46b56ef4c103dd4f32073d2bcd138db13d3e9d8d48439ee009336,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,615056470.0,190,0,95,95,0,0,205,110,95,0,0,0,0,1,1,691582320.0,268282272.0,9336072.0,2.577815950507531,0.6444539876268828,20260812,29,1,1,addd1fc066e46b56ef4c103dd4f32073d2bcd138db13d3e9d8d48439ee009336,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,506835605.0,157,0,79,78,0,0,158,79,79,0,0,0,0,1,1,569933064.0,221178224.0,7589972.0,2.5768045953746332,0.6442011488436583,20260812,30,1,1,c0a0abc9c3b838d971629ac2cb7a7338e1be6843ffd36ed7078132adffe1ae5b,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,506835605.0,157,0,79,78,0,0,158,79,79,0,0,0,0,1,1,569933064.0,221178224.0,7589972.0,2.5768045953746332,0.6442011488436583,20260812,30,1,1,c0a0abc9c3b838d971629ac2cb7a7338e1be6843ffd36ed7078132adffe1ae5b,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,506835605.0,157,0,79,78,0,0,158,79,79,0,0,0,0,1,1,569933064.0,221178224.0,7589972.0,2.5768045953746332,0.6442011488436583,20260812,30,1,1,c0a0abc9c3b838d971629ac2cb7a7338e1be6843ffd36ed7078132adffe1ae5b,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,2051982775.0,635,0,318,317,58,102,2258,318,1940,58,1450,1,1,1,1,2307386520.0,895317520.0,30880660.0,2.577171191735419,0.6442927979338547,20260812,31,1,1,2a3e78705af026b97d5a79b9efa1370977e077236793b9351ad71a951c136606,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,1955543725.0,605,0,318,287,58,87,2258,318,1940,58,1450,1,1,1,2,2198930760.0,853202800.0,29466820.0,2.5772662255679424,0.6443165563919856,20260812,31,1,1,2a3e78705af026b97d5a79b9efa1370977e077236793b9351ad71a951c136606,0,0,0,0,-96439050.0,-4.699798223208774,A_same_success_same_winner
P2_stagnation_1to3,0,1923397375.0,595,0,318,277,58,77,2258,318,1940,58,1450,1,1,1,3,2162778840.0,839164560.0,28995540.0,2.5773000232516967,0.6443250058129242,20260812,31,1,1,2a3e78705af026b97d5a79b9efa1370977e077236793b9351ad71a951c136606,0,0,0,0,-128585400.0,-6.266397630945031,A_same_success_same_winner
